t-5,t-4,t-3,t-2,t-1,t
0.8318940108483269,0.834986618108487,0.8457088125838844,0.8213332205246334,0.8109253266036837,9.61110019683838
0.834986618108487,0.8457088125838844,0.8213332205246334,0.8109253266036837,0.7848844844812698,8.610300064086914
0.8457088125838844,0.8213332205246334,0.8109253266036837,0.7848844844812698,0.6998543951938876,9.339799880981444
0.8213332205246334,0.8109253266036837,0.7848844844812698,0.6998543951938876,0.7618342376576723,8.203700065612793
0.8109253266036837,0.7848844844812698,0.6998543951938876,0.7618342376576723,0.6653088020798529,7.282350063323975
0.7848844844812698,0.6998543951938876,0.7618342376576723,0.6653088020798529,0.5870289633830258,7.0846500396728525
0.6998543951938876,0.7618342376576723,0.6653088020798529,0.5870289633830258,0.5702319525583408,6.830150127410889
0.7618342376576723,0.6653088020798529,0.5870289633830258,0.5702319525583408,0.5486091034448308,6.4012999534606925
0.6653088020798529,0.5870289633830258,0.5702319525583408,0.5486091034448308,0.5121730885118171,6.328050136566162
0.5870289633830258,0.5702319525583408,0.5486091034448308,0.5121730885118171,0.5059496296342662,6.002749919891357
0.5702319525583408,0.5486091034448308,0.5121730885118171,0.5059496296342662,0.47831143738801035,8.118900299072267
0.5486091034448308,0.5121730885118171,0.5059496296342662,0.47831143738801035,0.6581040351293667,8.478699684143066
0.5121730885118171,0.5059496296342662,0.47831143738801035,0.6581040351293667,0.6886733494578977,7.360650062561035
0.5059496296342662,0.47831143738801035,0.6581040351293667,0.6886733494578977,0.593681496399808,8.588800430297853
0.47831143738801035,0.6581040351293667,0.6886733494578977,0.593681496399808,0.6980277409790206,8.495599746704103
0.6581040351293667,0.6886733494578977,0.593681496399808,0.6980277409790206,0.6901092144038551,8.456399917602539
0.6886733494578977,0.593681496399808,0.6980277409790206,0.6901092144038551,0.6867787142775288,8.644100189208983
0.593681496399808,0.6980277409790206,0.6901092144038551,0.6867787142775288,0.7027261250858018,8.246700286865233
0.6980277409790206,0.6901092144038551,0.6867787142775288,0.7027261250858018,0.6689621915357675,8.880000114440918
0.6901092144038551,0.6867787142775288,0.7027261250858018,0.6689621915357675,0.722768680086481,9.00059986114502
0.6867787142775288,0.7027261250858018,0.6689621915357675,0.722768680086481,0.7330150888295461,9.217700004577637
0.7027261250858018,0.6689621915357675,0.722768680086481,0.7330150888295461,0.7514603747325639,8.660900115966799
0.6689621915357675,0.722768680086481,0.7330150888295461,0.7514603747325639,0.7041534822827991,9.584400177001951
0.722768680086481,0.7330150888295461,0.7514603747325639,0.7041534822827991,0.7826159945037306,9.991600036621094
0.7330150888295461,0.7514603747325639,0.7041534822827991,0.7826159945037306,0.8172125530853467,8.652000427246094
0.7514603747325639,0.7041534822827991,0.7826159945037306,0.8172125530853467,0.7033973459656795,8.108799934387207
0.7041534822827991,0.7826159945037306,0.8172125530853467,0.7033973459656795,0.657245886850904,9.160099983215332
0.7826159945037306,0.8172125530853467,0.7033973459656795,0.657245886850904,0.7465665554782371,8.325799942016603
0.8172125530853467,0.7033973459656795,0.657245886850904,0.7465665554782371,0.6756826650049617,7.994649887084961
0.7033973459656795,0.657245886850904,0.7465665554782371,0.6756826650049617,0.6475474581670628,7.530200004577638
0.657245886850904,0.7465665554782371,0.6756826650049617,0.6475474581670628,0.6080868169393912,6.218500137329103
0.7465665554782371,0.6756826650049617,0.6475474581670628,0.6080868169393912,0.49664203073242524,7.693399906158447
0.6756826650049617,0.6475474581670628,0.6080868169393912,0.49664203073242524,0.6219526246556201,7.409450054168701
0.6475474581670628,0.6080868169393912,0.49664203073242524,0.6219526246556201,0.5978276465728853,7.626500129699707
0.6080868169393912,0.49664203073242524,0.6219526246556201,0.5978276465728853,0.616268678601423,8.596599578857424
0.49664203073242524,0.6219526246556201,0.5978276465728853,0.616268678601423,0.6986903730837573,11.13539981842041
0.6219526246556201,0.5978276465728853,0.616268678601423,0.6986903730837573,0.9143921940451232,11.486599922180176
0.5978276465728853,0.616268678601423,0.6986903730837573,0.9143921940451232,0.944230895303416,10.588800430297852
0.616268678601423,0.6986903730837573,0.9143921940451232,0.944230895303416,0.8679519576227809,11.09980010986328
0.6986903730837573,0.9143921940451232,0.944230895303416,0.8679519576227809,0.9113675677504649,10.638299942016602
0.9143921940451232,0.944230895303416,0.8679519576227809,0.9113675677504649,0.8721575404993095,10.534099578857422
0.944230895303416,0.8679519576227809,0.9113675677504649,0.8721575404993095,0.8633044579574001,10.524900436401367
0.8679519576227809,0.9113675677504649,0.8721575404993095,0.8633044579574001,0.8625228794195803,10.79069995880127
0.9113675677504649,0.8721575404993095,0.8633044579574001,0.8625228794195803,0.8851057672336249,11.434300422668455
0.8721575404993095,0.8633044579574001,0.8625228794195803,0.8851057672336249,0.939787419560721,10.569600105285645
0.8633044579574001,0.8625228794195803,0.8851057672336249,0.939787419560721,0.8663206575292784,10.76669979095459
0.8625228794195803,0.8851057672336249,0.939787419560721,0.8663206575292784,0.8830666623732919,10.503600120544434
0.8851057672336249,0.939787419560721,0.8663206575292784,0.8830666623732919,0.8607131596764532,9.721799850463867
0.939787419560721,0.8663206575292784,0.8830666623732919,0.8607131596764532,0.794289760443793,9.664600372314451
0.8663206575292784,0.8830666623732919,0.8607131596764532,0.794289760443793,0.7894299721853073,9.928299903869627
0.8830666623732919,0.8607131596764532,0.794289760443793,0.7894299721853073,0.8118344403497272,9.156900405883787
0.8607131596764532,0.794289760443793,0.7894299721853073,0.8118344403497272,0.7462947126424102,8.844499588012695
0.794289760443793,0.7894299721853073,0.8118344403497272,0.7462947126424102,0.7197524805146025,8.894200325012207
0.7894299721853073,0.8118344403497272,0.7462947126424102,0.7197524805146025,0.7239751599152323,7.8948001861572275
0.8118344403497272,0.7462947126424102,0.7197524805146025,0.7239751599152323,0.6390640170609334,7.544350147247314
0.7462947126424102,0.7197524805146025,0.7239751599152323,0.6390640170609334,0.6092890428936621,8.254199981689451
0.7197524805146025,0.7239751599152323,0.6390640170609334,0.6092890428936621,0.6695993814198038,8.648099899291992
0.7239751599152323,0.6390640170609334,0.6092890428936621,0.6695993814198038,0.7030659488871306,8.81980037689209
0.6390640170609334,0.6092890428936621,0.6695993814198038,0.7030659488871306,0.7176539834639086,10.486599922180176
0.6092890428936621,0.6695993814198038,0.7030659488871306,0.7176539834639086,0.8592687869815357,8.659299850463867
0.6695993814198038,0.7030659488871306,0.7176539834639086,0.8592687869815357,0.7040175203517952,9.78499984741211
0.7030659488871306,0.7176539834639086,0.8592687869815357,0.7040175203517952,0.799659365430452,8.810799598693848
0.7176539834639086,0.8592687869815357,0.7040175203517952,0.799659365430452,0.7168892583716484,9.458499908447266
0.8592687869815357,0.7040175203517952,0.799659365430452,0.7168892583716484,0.7719192422490336,9.430399894714355
0.7040175203517952,0.799659365430452,0.7168892583716484,0.7719192422490336,0.7695318058384119,9.334199905395508
0.799659365430452,0.7168892583716484,0.7719192422490336,0.7695318058384119,0.7613584519253401,9.830400466918944
0.7168892583716484,0.7719192422490336,0.7695318058384119,0.7613584519253401,0.8035166977828722,10.407699584960938
0.7719192422490336,0.7695318058384119,0.7613584519253401,0.8035166977828722,0.852565247984082,8.919500350952148
0.7695318058384119,0.7613584519253401,0.8035166977828722,0.852565247984082,0.726124703459688,8.159999847412111
0.7613584519253401,0.8035166977828722,0.852565247984082,0.726124703459688,0.6615959394073968,9.243300437927246
0.8035166977828722,0.852565247984082,0.726124703459688,0.6615959394073968,0.7536354415239005,9.412400245666504
0.852565247984082,0.726124703459688,0.6615959394073968,0.7536354415239005,0.7680025177062525,9.387399673461914
0.726124703459688,0.6615959394073968,0.7536354415239005,0.7680025177062525,0.7658784163824971,9.870699882507324
0.6615959394073968,0.7536354415239005,0.7680025177062525,0.7658784163824971,0.8069406210954005,9.23490047454834
0.7536354415239005,0.7680025177062525,0.7658784163824971,0.8069406210954005,0.752921762925402,9.819700241088867
0.7680025177062525,0.7658784163824971,0.8069406210954005,0.752921762925402,0.8026075840368286,9.917699813842772
0.7658784163824971,0.8069406210954005,0.752921762925402,0.8026075840368286,0.8109338343526438,9.765899658203123
0.8069406210954005,0.752921762925402,0.8026075840368286,0.8109338343526438,0.7980365730859097,8.351400375366211
0.752921762925402,0.8026075840368286,0.8109338343526438,0.7980365730859097,0.677857731796298,8.888299942016602
0.8026075840368286,0.8109338343526438,0.7980365730859097,0.677857731796298,0.7234738509360191,8.152099609375
0.8109338343526438,0.7980365730859097,0.677857731796298,0.7234738509360191,0.6609247185275191,9.484299659729004
0.7980365730859097,0.677857731796298,0.7234738509360191,0.6609247185275191,0.7741112435121102,8.180100440979004
0.677857731796298,0.7234738509360191,0.6609247185275191,0.7741112435121102,0.6633037282153612,8.022899627685549
0.7234738509360191,0.6609247185275191,0.7741112435121102,0.6633037282153612,0.649947615688035,8.071700096130371
0.6609247185275191,0.7741112435121102,0.6633037282153612,0.649947615688035,0.6540938063742026,8.552800178527832
0.7741112435121102,0.6633037282153612,0.649947615688035,0.6540938063742026,0.6949690836885211,9.332300186157228
0.6633037282153612,0.649947615688035,0.6540938063742026,0.6949690836885211,0.7611970477736363,7.854549884796143
0.649947615688035,0.6540938063742026,0.6949690836885211,0.7611970477736363,0.6356442665967046,4.91855001449585
0.6540938063742026,0.6949690836885211,0.7611970477736363,0.6356442665967046,0.3861955275832249,4.815599918365479
0.6949690836885211,0.7611970477736363,0.6356442665967046,0.3861955275832249,0.3774486703640484,5.189199924468994
0.7611970477736363,0.6356442665967046,0.3861955275832249,0.3774486703640484,0.4091905145516703,5.96304988861084
