IMF-1,IMF-2,IMF-3,IMF-4
7.85018745640755,-0.843075433379323,-0.0294156085527403,0.68372726546089
7.85013326924627,-0.838197720423796,-0.0255123465322354,0.638413078784101
7.8500243526836,-0.828470664808816,-0.0179029705798324,0.550865116375119
7.8498596254982,-0.813950813034747,-0.0069745762794377,0.427030049782333
7.84963747406076,-0.79472250098124,0.0067099656492621,0.275307663268378
7.84935576188948,-0.770897277566136,0.0224327019636546,0.105967927183156
7.84901184186536,-0.742613143369467,0.0393471496732513,-0.0695605146312621
7.84860257235304,-0.710033608103589,0.0565098618794384,-0.239480224012036
7.84812433873686,-0.673346571950973,0.0729159949844685,-0.39243756673056
7.8475730823299,-0.632763037150252,0.0875377297852095,-0.518300934512114
7.84694433840645,-0.588515658944868,0.0993642946319297,-0.608850124649463
7.84623328026009,-0.540857153284752,0.10744226521884,-0.658328919554346
7.84543476685809,-0.490058579812481,0.110914791499638,-0.663822791103498
7.84454339466587,-0.436407516310211,0.109058424587885,-0.625436197884407
7.84355355403508,-0.38020614207264,0.101316275501194,-0.546258257790906
7.84245948902619,-0.321769250534105,0.0873263340871128,-0.432120632051993
7.84125535902924,-0.261422212699819,0.0669439123041156,-0.291166162901294
7.839935302065,-0.199498911256089,0.040257349064447,-0.133260113009953
7.83849349935275,-0.136339665363372,0.0075963132807388,0.030713176357306
7.83692423995378,-0.0722891665792506,-0.0304677364832926,0.189617536948215
7.83522198345872,-0.007694446351614,-0.0731291384327742,0.332841275457342
7.83338141891052,0.0570971064737358,-0.119363611544809,0.451027433019277
7.83139752010996,0.12173966429939,-0.167951532321315,0.536706629140594
7.82926559819082,0.185890805066218,-0.217508351067037,0.584788494361593
7.82698135142296,0.249213272963045,-0.266521362877041,0.592878181277802
7.82454091289886,0.311376649497803,-0.313391836159284,0.561397275693633
7.82194089763971,0.372058932035739,-0.356481317433298,0.493502671172394
7.81917844865469,0.430948016389084,-0.394160785506228,0.394811583145016
7.81625128103187,0.487743081269351,-0.424861218647476,0.272954818002401
7.8131577241604,0.542155875484874,-0.447124068180056,0.136992673754051
7.80989676347451,0.593911911889219,-0.459650106027281,-0.0032624576484398
7.80646808229631,0.642751572179695,-0.461345137372077,-0.137966295581392
7.80287210308351,0.688431125722905,-0.451361139776861,-0.257952501735059
7.7991100266007,0.730723665164325,-0.429131502685453,-0.355380177747829
7.79518386906684,0.769419963934938,-0.394399190334371,-0.424272107859753
7.79109649964511,0.804329263669771,-0.347236836014134,-0.460905310201841
7.78685168005574,0.835279998150459,-0.288057997805247,-0.464026777051123
7.78245410520602,0.862120455573618,-0.217619057731592,-0.434880589914219
7.77790944329139,0.884719378952127,-0.137011512122902,-0.377046883794116
7.77322437531624,0.902966504888698,-0.0476446733159856,-0.296107337045495
7.76840663388945,0.916773039399927,0.0487809205508255,-0.199164921147448
7.76346503900181,0.926072065503499,0.15030881765344,-0.0942565720953404
7.7584095294352,0.930818877319251,0.254769862657902,0.0102946026043322
7.75325119017169,0.930991236677733,0.359832250456568,0.106536597291394
7.74800227488428,0.926589546044587,0.463057162284057,0.187503826310776
7.74267622348071,0.917636932063456,0.561958553514093,0.247742579309299
7.73728767548397,0.904179234531574,0.654065531750391,0.283705957139048
7.73185247895308,0.886284893908061,0.736985672980729,0.293988063837838
7.72638769475264,0.864044730221404,0.808467579878984,0.279380062526514
7.72091159550422,0.837571605545355,0.866460989194242,0.242744952603484
7.7154436577453,0.80699996140177,0.909172785285774,0.188722490490649
7.71000454481837,0.772485221904801,0.935117373886533,0.123289415466081
7.70461607745306,0.734203054199779,0.943160013155912,0.0532119626507116
7.69930118977221,0.692348480880364,0.932551885440367,-0.0145634156465532
7.69408386893091,0.647134842632661,0.902955915058387,-0.0735299005007786
7.6889890790173,0.598792615613851,0.854462590439356,-0.118198330842753
7.68404267130856,0.547568093142793,0.787595320206596,-0.144584115885938
7.6792712832434,0.493721944417861,0.703305132767728,-0.150560973117863
7.67470222828503,0.437527665026338,0.602954810542585,-0.13605024149502
7.6703633800071,0.379269937002644,0.488292827533852,-0.103028089780221
7.66628305326747,0.319242916525105,0.361417720527758,-0.0553482024927092
7.66248988415391,0.257748466142774,0.22473376438285,0.0016067581650303
7.65901271057623,0.195094348342977,0.0808990380273777,0.0614167544338357
7.65588045433148,0.131592395351416,-0.0672328486080052,0.117218127967225
7.65312200360376,0.0675566670932009,-0.216675948273144,0.162349070854417
7.65076609534717,0.0033016093155463,-0.364378557261574,0.190990951551249
7.64884119819402,-0.0608597749674432,-0.507291573018018,0.198748849599233
7.64737539658093,-0.124617727779817,-0.642436983880255,0.183118665572352
7.64639627555446,-0.187667501031573,-0.76697485538756,0.143796748383607
7.64593080648371,-0.249711071856773,-0.878267223991052,0.0828005063456615
7.64600523578597,-0.310458794131234,-0.973937392677047,0.0043839707449391
