date,wind_speed
2015-05-01 00:00:00,7.267950057983397
2015-05-01 00:30:00,7.741650104522705
2015-05-01 01:00:00,8.322699546813965
2015-05-01 01:30:00,8.09160041809082
2015-05-01 02:00:00,9.34630012512207
2015-05-01 02:30:00,11.289299964904783
2015-05-01 03:00:00,9.895600318908691
2015-05-01 03:30:00,8.885100364685059
2015-05-01 04:00:00,8.634400367736816
2015-05-01 04:30:00,10.11620044708252
2015-05-01 05:00:00,11.85159969329834
2015-05-01 05:30:00,10.164400100708008
2015-05-01 06:00:00,10.200799942016602
2015-05-01 06:30:00,10.32699966430664
2015-05-01 07:00:00,10.04010009765625
2015-05-01 07:30:00,9.91759967803955
2015-05-01 08:00:00,9.61110019683838
2015-05-01 08:30:00,8.610300064086914
2015-05-01 09:00:00,9.339799880981444
2015-05-01 09:30:00,8.203700065612793
2015-05-01 10:00:00,7.282350063323975
2015-05-01 10:30:00,7.0846500396728525
2015-05-01 11:00:00,6.830150127410889
2015-05-01 11:30:00,6.4012999534606925
2015-05-01 12:00:00,6.328050136566162
2015-05-01 12:30:00,6.002749919891357
2015-05-01 13:00:00,8.118900299072267
2015-05-01 13:30:00,8.478699684143066
2015-05-01 14:00:00,7.360650062561035
2015-05-01 14:30:00,8.588800430297853
2015-05-01 15:00:00,8.495599746704103
2015-05-01 15:30:00,8.456399917602539
2015-05-01 16:00:00,8.644100189208983
2015-05-01 16:30:00,8.246700286865233
2015-05-01 17:00:00,8.880000114440918
2015-05-01 17:30:00,9.00059986114502
2015-05-01 18:00:00,9.217700004577637
2015-05-01 18:30:00,8.660900115966799
2015-05-01 19:00:00,9.584400177001951
2015-05-01 19:30:00,9.991600036621094
2015-05-01 20:00:00,8.652000427246094
2015-05-01 20:30:00,8.108799934387207
2015-05-01 21:00:00,9.160099983215332
2015-05-01 21:30:00,8.325799942016603
2015-05-01 22:00:00,7.994649887084961
2015-05-01 22:30:00,7.530200004577638
2015-05-01 23:00:00,6.218500137329103
2015-05-01 23:30:00,7.693399906158447
2015-05-02 00:00:00,7.409450054168701
2015-05-02 00:30:00,7.626500129699707
2015-05-02 01:00:00,8.596599578857424
2015-05-02 01:30:00,11.13539981842041
2015-05-02 02:00:00,11.486599922180176
2015-05-02 02:30:00,10.588800430297852
2015-05-02 03:00:00,11.09980010986328
2015-05-02 03:30:00,10.638299942016602
2015-05-02 04:00:00,10.534099578857422
2015-05-02 04:30:00,10.524900436401367
2015-05-02 05:00:00,10.79069995880127
2015-05-02 05:30:00,11.434300422668455
2015-05-02 06:00:00,10.569600105285645
2015-05-02 06:30:00,10.76669979095459
2015-05-02 07:00:00,10.503600120544434
2015-05-02 07:30:00,9.721799850463867
2015-05-02 08:00:00,9.664600372314451
2015-05-02 08:30:00,9.928299903869627
2015-05-02 09:00:00,9.156900405883787
2015-05-02 09:30:00,8.844499588012695
2015-05-02 10:00:00,8.894200325012207
2015-05-02 10:30:00,7.8948001861572275
2015-05-02 11:00:00,7.544350147247314
2015-05-02 11:30:00,8.254199981689451
2015-05-02 12:00:00,8.648099899291992
2015-05-02 12:30:00,8.81980037689209
2015-05-02 13:00:00,10.486599922180176
2015-05-02 13:30:00,8.659299850463867
2015-05-02 14:00:00,9.78499984741211
2015-05-02 14:30:00,8.810799598693848
2015-05-02 15:00:00,9.458499908447266
2015-05-02 15:30:00,9.430399894714355
2015-05-02 16:00:00,9.334199905395508
2015-05-02 16:30:00,9.830400466918944
2015-05-02 17:00:00,10.407699584960938
2015-05-02 17:30:00,8.919500350952148
2015-05-02 18:00:00,8.159999847412111
2015-05-02 18:30:00,9.243300437927246
2015-05-02 19:00:00,9.412400245666504
2015-05-02 19:30:00,9.387399673461914
2015-05-02 20:00:00,9.870699882507324
2015-05-02 20:30:00,9.23490047454834
2015-05-02 21:00:00,9.819700241088867
2015-05-02 21:30:00,9.917699813842772
2015-05-02 22:00:00,9.765899658203123
2015-05-02 22:30:00,8.351400375366211
2015-05-02 23:00:00,8.888299942016602
2015-05-02 23:30:00,8.152099609375
2015-05-03 00:00:00,9.484299659729004
2015-05-03 00:30:00,8.180100440979004
2015-05-03 01:00:00,8.022899627685549
2015-05-03 01:30:00,8.071700096130371
2015-05-03 02:00:00,8.552800178527832
2015-05-03 02:30:00,9.332300186157228
2015-05-03 03:00:00,7.854549884796143
2015-05-03 03:30:00,4.91855001449585
2015-05-03 04:00:00,4.815599918365479
2015-05-03 04:30:00,5.189199924468994
2015-05-03 05:00:00,5.96304988861084
2015-05-03 05:30:00,4.82859992980957
2015-05-03 06:00:00,5.731400012969972
2015-05-03 06:30:00,6.5455498695373535
2015-05-03 07:00:00,5.93494987487793
2015-05-03 07:30:00,7.517499923706055
2015-05-03 08:00:00,7.034249782562256
2015-05-03 08:30:00,6.3588500022888175
2015-05-03 09:00:00,7.109399795532228
2015-05-03 09:30:00,6.391149997711183
2015-05-03 10:00:00,6.308899879455566
2015-05-03 10:30:00,7.501049995422362
2015-05-03 11:00:00,7.33834981918335
2015-05-03 11:30:00,8.999600410461426
2015-05-03 12:00:00,8.693699836730957
2015-05-03 12:30:00,8.480799674987793
2015-05-03 13:00:00,9.047100067138672
2015-05-03 13:30:00,8.559599876403809
2015-05-03 14:00:00,10.473899841308594
2015-05-03 14:30:00,9.284099578857422
2015-05-03 15:00:00,8.889699935913086
2015-05-03 15:30:00,9.034899711608888
2015-05-03 16:00:00,8.700599670410156
2015-05-03 16:30:00,9.015299797058104
2015-05-03 17:00:00,9.538399696350098
2015-05-03 17:30:00,9.568300247192385
