IMF-1,IMF-2,IMF-3,IMF-4,IMF-5,IMF-6
8.97568188552566,-0.0383662514532452,0.624297537983187,-0.111836022015615,-1.47911546687835,0.140007194670814
8.97595796296651,-0.0398370436585991,0.619370105299179,-0.108723668078717,-1.37195370062482,0.109530186942233
8.97650938721519,-0.0427637674198968,0.609498954019082,-0.10261350457283,-1.16552199508869,0.0551608777058125
8.97733470313649,-0.0471168082087825,0.594654380700161,-0.0937284161270993,-0.875014138987918,-0.0113472288069632
8.97843174188292,-0.0528520134606144,0.574798865183311,-0.0823876317096466,-0.521790827216831,-0.0756002194758391
8.97979763487742,-0.0599110200731134,0.54989514026279,-0.068989729818964,-0.131785336561867,-0.123662601869648
8.98142882986504,-0.0682216958016391,0.519916350698897,-0.0539917631663073,0.266429480686002,-0.145061772922039
8.98332110495422,-0.0776986998994534,0.48485781780695,-0.0378858747257041,0.643766856065051,-0.135052783813679
8.98546957673303,-0.0882441668909491,0.44474984760095,-0.0211749289616713,0.972784117862131,-0.0956557402476647
8.9878687045595,-0.0997485084149024,0.39967097412258,-0.0043487197395616,1.22971073113107,-0.035240594368348
8.99051229446805,-0.112091325043947,0.349760999024268,0.0121377395973322,1.39619434691389,0.0332546543833578
8.99339350282147,-0.125142423408789,0.295233173328841,0.0278824823326331,1.46063466277289,0.0950927911813996
8.99650483540216,-0.138762938742912,0.236384875745997,0.042550282998502,1.41900654800027,0.13690091040162
8.99983813851831,-0.152806560545552,0.1736061856356,0.0558809788090739,1.27511294675121,0.149550197493553
9.00338458410886,-0.167120850670246,0.107385824187247,0.0676920109119189,1.04025152566738,0.130132921944019
9.00713465011155,-0.181548642109494,0.038314024581877,0.0778751944387461,0.73232350683289,0.0826100147102252
9.01107809607035,-0.195929506792414,-0.0329180052896323,0.086388143736298,0.374455220766683,0.0169870523195869
9.01520393465531,-0.21010127848097,-0.105522244689902,0.0932411757568941,-0.0067605783679896,-0.0528079369431012
9.01950039986707,-0.223901615313736,-0.178621735537115,0.0984808591219027,-0.38326844907281,-0.111892463217018
9.02395491358047,-0.237169584259894,-0.251262126716503,0.102171645712916,-0.727646199263062,-0.147608702496102
9.02855405219694,-0.249747248677527,-0.322426709876202,0.104377192268769,-1.01513429163913,-0.152232912527644
9.03328351378934,-0.261481241068699,-0.391054643505575,0.105143036417105,-1.22544627447225,-0.124634344562663
